"Date","BGG","BIG","BMI","BMS","BOBE","BRC","CAL","CASY","CATO","CBB","Market"
2004-08-31,-0.096526965,-0.004084983,-0.020558676,0.004154107,-0.054845978,-0.025884999,-0.177164108,0.020395545,0.013416328,-0.106435664,0.002727823
2004-09-30,0.081225015,0.003281375,0.048220489,0.005675355,0.084664494,0.107653916,-0.051282089,0.125984251,0.060283706,-0.033240966,0.020542976
2004-10-31,-0.115640394,0.01308265,0.073384412,-0.004138473,-0.122238576,0.116465017,0.089385465,-0.04034432,0.031910073,-0.022922615,0.017805941
2004-11-30,0.097061761,-0.063761093,0.172244892,0.057801317,0.064177848,0.126682624,0.04468869,0.088202342,0.162020966,0.055718422,0.048207968
2004-12-31,0.060173396,0.045689631,0.048285484,0.044899426,0.035247501,0.02405894,0.049438972,-0.062984057,0.086769089,0.152777836,0.035177134
2005-01-31,-0.067099586,-0.071722992,-0.006007957,-0.003093852,-0.068094827,-0.089020312,-0.029165298,-0.026997179,0.054823037,0.024096362,-0.026551347
2005-02-28,0.020623801,0.036412064,-0.043989278,0.035172418,-0.065270975,0.219443455,0.153315008,0.023836553,-0.021710522,0.035294142,0.022675829
2005-03-31,-0.076357141,0.029991463,-0.064595833,0.042895466,0.03532014,-0.065569051,0.029041883,-0.003880355,0.090282455,-0.034090929,-0.016948491
2005-04-30,-0.110958554,-0.153078213,0.281132102,-0.114395931,-0.130064011,-0.080061793,-0.098336764,-0.058430728,-0.203100756,-0.05882353,-0.025184935
2005-05-31,0.051282104,0.243614882,0.112223804,-0.00798257,0.152941182,0.031028671,0.135922298,0.06872049,0.122957192,-0.012499988,0.037954111
2005-06-30,0.022445314,0.045813579,0.097820319,-0.022827649,-0.00256408,0.014066088,0.118233711,0.098669551,0.080041535,0.088607632,0.011525762
2005-07-31,0.079433858,-0.020392712,0.167312354,0.017332293,0.086546719,0.106774218,0.007662816,0.10015139,0.024697348,0.055813897,0.043335099
2005-08-31,-0.006689789,-0.089437149,-0.088363409,-0.024814829,-0.041403789,-0.087426946,-0.092522219,-0.069393389,-0.083175816,-0.046255514,-0.00594371
2005-09-30,-0.062601663,-0.069432735,-0.101826467,-0.055449288,-0.061182365,-0.008651027,-0.075418971,0.145679057,0.034020655,0.018475734,0.010607124
2005-10-31,-0.075455353,0.052775245,-0.161159128,0.0696356,-0.013210007,-0.065934069,-0.016060568,-0.068319008,0.002508743,-0.102040775,-0.020873038
2005-11-30,0.138524055,0.062229931,0.190606043,0.049583618,0.083891131,0.302745879,0.267323673,0.064904943,0.081081122,-0.015151501,0.040322334
2005-12-31,0.071843117,-0.022782728,0.002554989,0.011615303,-0.045924727,-0.034685146,0.033535812,0.079669133,-0.000925908,-0.100000024,0.003457065
2006-01-31,-0.103119358,0.113238938,0.322120249,0.095084302,0.157849148,0.102819242,0.06104172,0.028024256,0.006526778,-0.002849,0.040040836
2006-02-28,0.026156902,-0.049364239,0.032960631,-0.01146792,0.097003713,-0.070153408,0.059529103,0.030648282,-0.033348739,0.168571472,-0.001638789
2006-03-31,-0.003100355,0.098347761,0.066242531,0.053368926,0.018512135,0.012979977,0.102725342,-0.128097549,0.149496868,0.105134428,0.019041877
2006-04-30,-0.046084177,0.03510027,0.082485095,-0.0037999,-0.027936719,-0.036305338,0.086985491,-0.062746018,-0.051550772,-0.070796497,0.012963295
2006-05-31,-0.033195022,0.122491315,-0.10262645,-0.027654149,-0.030124648,0.106755629,-0.074940801,0.046750821,0.042421609,-0.07380946,-0.031041438
2006-06-30,-0.039814841,0.053021003,-0.021739144,0.007236883,0.076012939,-0.0746044,-0.028993703,0.117016569,0.102161944,0.053984523,-0.000388113
2006-07-31,-0.177113473,-0.053864174,-0.194074064,0.002612669,-0.082305871,-0.080076054,-0.04988265,-0.093162775,-0.059187647,-0.021951141,-0.001874151
2006-08-31,0.108203091,0.135519832,0.206341907,0.058306139,0.034132142,0.131516665,-0.013279811,0.044631034,-0.044819087,0.259351611,0.025047904
2006-09-30,-0.021314401,0.079563983,-0.037447441,0.017337505,0.068454497,-0.079581171,0.124256626,-0.057952579,-0.050365895,-0.045544557,0.019424381
2006-10-31,-0.074773125,0.064109057,0.001587892,0.023128372,0.119881079,0.056313999,0.087053545,0.092052087,0.044728413,-0.026970977,0.037133273
2006-11-30,0.071400568,0.058349125,0.032500982,0.020821003,0.005898006,0.037297327,0.217659131,0.025545897,0.037134137,-0.03624735,0.023702424
2006-12-31,-0.005167936,0.027342027,0.06661538,-0.004395005,0.007359434,-0.028660819,0.008010183,-0.05383689,-0.028643636,0.011061989,0.010855411
2007-01-31,0.099814415,0.131326362,0.045126352,-0.002060026,-0.007305669,0.008315505,0.138458237,0.085775003,-0.014840688,0.063457318,0.019396549
2007-02-28,-0.005735472,-0.035480142,0.022107063,-0.016809165,0.068589889,-0.125767663,-0.056117743,-0.019984335,-0.034116104,-0.063785993,-0.013987673
2007-03-31,0.054700866,0.250699729,-0.100305013,0.007847821,0.021847371,-0.047037289,-0.17923975,0,0.07981652,0.032966949,0.012949771
2007-04-30,-0.038249604,0.029411767,-0.096045174,-0.00509129,-0.0067659,0.057692301,-0.036428589,0.007596937,-0.076100849,0.078723483,0.039815255
2007-05-31,0.101112254,-0.021739153,0.073750019,0.018663451,0.058310624,0.1302495,0.098591544,0.073956288,0.006478454,0.14990133,0.038932189
2007-06-30,-0.02742685,-0.066031747,0.100038908,-0.013380933,-0.047803678,0,-0.177125499,0.009255831,0.016321864,-0.00857628,-0.014765383
2007-07-31,-0.101394132,-0.121006101,0.190728992,-0.111814372,-0.11940293,-0.054119486,-0.138980225,-0.083088771,-0.057429362,-0.107266493,-0.031760436
2007-08-31,0.037023973,0.15119876,-0.064487427,0.020699069,0.032665581,0.11260356,0.090735413,0.137585253,0.067214668,-0.054263517,0.011630434
2007-09-30,-0.137375817,0.00235135,0.021025799,-0.025443595,-0.095594808,-0.078345731,-0.147548184,-0.023272209,-0.066379666,0.01229507,0.040841948
2007-10-31,-0.106036536,-0.19638072,0.199688047,-0.032634858,-0.066269055,0.032608707,0.051546391,0.031227408,-0.017612554,0.097165994,0.025796397
2007-11-30,0.022656552,-0.221434504,0.016644973,-0.029119343,0.099361241,0.084823772,-0.168137267,0.01754386,-0.24999997,-0.121771187,-0.049327374
2007-12-31,-0.006140324,-0.143545806,0.152564123,0.009214891,-0.126783386,-0.123407416,-0.101944566,0.021034503,0.050796773,-0.002100888,-0.004423245
2008-01-31,-0.079876408,0.0856786,-0.153503925,-0.008400275,0.104344577,-0.126816764,0.133157581,-0.119723082,0.045338504,-0.183157876,-0.06213814
2008-02-29,-0.132374078,-0.029377893,0.005519026,-0.077716388,-0.026563518,0.002951792,-0.146015137,-0.036538489,-0.04337208,0,-0.021663371
2008-03-31,0.001678723,0.323442072,0.131778955,0.024576979,-0.042141642,0.09319818,0.031335108,-0.097804345,-0.035440631,0.097938173,-0.010420538
2008-04-30,-0.149720639,0.212107688,0.205324039,0.03421152,0.017397592,0.020041892,0.106834814,-0.017920408,0.154618502,0.089201786,0.051060483
2008-05-31,-0.016425774,0.149093553,-0.054349877,0.019771907,0.037050266,0.140206128,0.012589873,-0.010844997,-0.089855082,-0.092672378,0.023807779
2008-06-30,-0.140338957,0.005795245,0.028077258,-0.157142863,-0.012710417,-0.107982442,-0.193605646,0.05847422,-0.082484081,-0.054631833,-0.078425698
2008-07-31,0.067823313,-0.024968011,0.114783362,0.25602141,0.001398567,0.06631913,0.191143855,0.064954698,0.256320208,-0.020100484,-0.013341294
2008-08-31,0.124076813,-0.029218629,-0.180720761,-0.000710219,-0.019902224,0.001090835,-0.058240373,0.178861767,-0.015651135,0,0.010565606
2008-09-30,0.078666687,-0.058843415,0.019765418,-0.061246455,-0.022800099,-0.038953971,0.082236804,0.040344831,0.005962444,-0.207692355,-0.097980402
2008-10-31,-0.025957977,-0.122170307,-0.463258773,-0.052270088,-0.234884635,-0.11649657,-0.356532335,0.003480301,-0.115669452,-0.226537168,-0.184647724
2008-11-30,-0.09263961,-0.282848954,0.249206349,0.096618369,-0.19683902,-0.333870977,-0.464895636,-0.018211957,-0.100515485,-0.276150644,-0.084614687
2008-12-31,0.249289796,-0.172945246,-0.074912347,-0.123612143,0.227787703,0.159806356,0.514184475,-0.23204045,0.093481399,0.115606897,0.022154151
2009-01-31,-0.159181356,-0.071773633,-0.187112346,-0.046875026,-0.140479729,-0.119415477,-0.446281016,-0.063460715,-0.123841114,-0.279792726,-0.077314697
2009-02-28,-0.161595657,0.153159887,0.068673179,-0.167257428,0.051822316,-0.181166396,-0.238805994,-0.063058831,0.105820149,0.194244593,-0.100270644
2009-03-31,0.354679763,0.339780807,0.15099597,0.129240692,0.222523063,0.02918856,0.070028029,0.339025617,0.260765582,0.385542154,0.086747617
2009-04-30,-0.098181814,0.330125034,0.348563522,0.146399707,0.081623547,0.204764649,0.714666605,0.000937763,0.051422242,0.213043481,0.109352171
2009-05-31,0.028897829,-0.167510822,0.045431208,0.053036571,0.063917495,0.17607978,0.262830496,-0.051860243,0.001040607,0,0.067774475
2009-06-30,-0.122368403,-0.086049519,0.009355024,0.004384241,0.120155066,0.013720748,-0.099753708,0.018232303,-0.084979169,0.017921129,-0.003099177
2009-07-31,0.287106425,0.095577754,-0.10121955,0.044444401,0.009742543,0.177547723,0.070442021,0.071039304,0.13990818,0.102112748,0.08175195
2009-08-31,0.033779807,0.103298567,-0.014653999,0.018807009,-0.074086823,0.007480425,-0.032258064,0.011666047,-0.140845031,0.063897699,0.031468544
2009-09-30,0.100340165,-0.015735626,0.069079861,-0.025573535,0.087458074,-0.030712111,0.078666724,0.130810782,0.19759959,0.051051077,0.045216348
2009-10-31,-0.036579035,0.001198992,-0.036701944,-0.003087608,-0.096008226,-0.05100973,0.293017358,0.007488895,-0.0285856,-0.12000002,-0.027970955
2009-11-30,0.014438494,-0.079441108,-0.052857529,0.143050686,-0.038446907,0.096011832,-0.010607488,-0.029812893,-0.029426685,-0.032467503,0.057116978
2009-12-31,-0.007953421,0.256721616,0.131893098,0.011945406,0.153602481,0.011118595,-0.031189116,0.043151345,0.057239957,0.157718122,0.028430393
2010-01-31,-0.116515152,-0.019668726,-0.050979376,-0.05362564,-0.03625688,-0.052482504,0.241134763,-0.035882153,0.019441741,-0.156521723,-0.037097517
2010-02-28,0.065940686,0.179162279,-0.046043944,0.051318638,0.021497685,-0.008492561,0.128979579,-0.008800536,-0.041564811,0.017182114,0.034786142
2010-03-31,0.113649331,0.087164126,0.071806237,-0.01879061,0.090494551,0.110635273,0.124367289,0.032555073,0.102295928,0.152027041,0.063625872
2010-04-30,0.217435881,0.048874319,0.074006811,0.05884403,0.000647055,0.109736495,0.214470267,0.232961833,0.107742511,-0.011730264,0.020063344
2010-05-31,-0.126369029,-0.075130858,-0.040377196,-0.049325865,-0.061105702,-0.153667077,-0.112765908,-0.045560498,-0.000842125,-0.056379769,-0.079163082
2010-06-30,-0.174987823,-0.091706805,-0.022239096,-0.058577415,-0.146005511,-0.143053636,-0.085731417,-0.053430904,-0.064264603,-0.053459141,-0.05074472
2010-07-31,0.11457102,0.069180466,0.012147874,0.109629594,0.064987749,0.122993551,-0.036890671,0.098853819,0.057220716,-0.01661128,0.070308603
2010-08-31,-0.037427504,-0.088895395,-0.043922387,-0.028704882,-0.025553016,-0.073714465,-0.280437708,-0.016470617,-0.014175254,-0.206081122,-0.042844076
2010-09-30,0.047382955,0.063659623,0.085254699,0.0997575,0.106457949,0.132375762,0.096958153,0.109782062,0.174074039,0.136170298,0.091546819
2010-10-31,-0.074171476,-0.056541327,0.025938716,0.000314968,0.022443928,0.06033596,0.024411485,-0.003712597,-0.011584435,-0.082397014,0.038512252
2010-11-30,-0.004545485,-0.022951903,0.024801334,-0.003463481,0.091986015,0.005853668,0.210212782,-0.041365176,0.079395026,-0.004081629,0.005124541
2010-12-31,0.130959257,-0.006199039,0.042432889,0.039465301,0.058445722,0.054316208,-0.015471164,0.069568485,-0.033450067,0.147540942,0.067205086
